District Name,District Code,Category,Student Group,ELACount,ELAPerformanceIndex,MathCount,MathPerformanceIndex,ScienceCount,SciencePerformanceIndex
East Windsor School District,0470011,Grade,8,73,63.9,73,51.2,N/A,N/A
East Windsor School District,0470011,Grade,11,66,49.8,66,48.6,N/A,N/A
East Windsor School District,0470011,"High Needs (F/R, EL or SWD)",High Needs,283,56.7,285,50.4,N/A,N/A
East Windsor School District,0470011,"High Needs (F/R, EL or SWD)",Not High Needs,216,68.7,216,61.8,N/A,N/A
East Windsor School District,0470011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,250,57.6,252,50.8,N/A,N/A
East Windsor School District,0470011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,249,66.2,249,59.9,N/A,N/A
East Windsor School District,0470011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
East Windsor School District,0470011,Race/Ethnicity,Asian,16,*,16,*,N/A,N/A
East Windsor School District,0470011,Race/Ethnicity,Black or African American,44,54.2,44,43.6,N/A,N/A
East Windsor School District,0470011,Race/Ethnicity,Hispanic or Latino,114,56.5,114,49,N/A,N/A
East Windsor School District,0470011,Race/Ethnicity,Two or More Races,21,59.1,22,50,N/A,N/A
East Windsor School District,0470011,Race/Ethnicity,White,301,64.7,302,59,N/A,N/A
East Windsor School District,0470011,Special Education Status (SWD),Students with Disabilities,86,42.9,88,38.4,N/A,N/A
East Windsor School District,0470011,Special Education Status (SWD),Students without Disabilities,413,65.8,413,58.9,N/A,N/A
Ellington School District,0480011,All Students,District,1437,74,1432,69.7,N/A,N/A
Ellington School District,0480011,English Language Learners (EL),English Learners,55,71.1,55,70.4,N/A,N/A
Ellington School District,0480011,English Language Learners (EL),Not English Learners,1382,74.2,1377,69.6,N/A,N/A
Ellington School District,0480011,Gender,Female,727,76.6,725,69.3,N/A,N/A
Ellington School District,0480011,Gender,Male,710,71.4,707,70,N/A,N/A
Ellington School District,0480011,Grade,3,198,75.9,198,71.6,N/A,N/A
Ellington School District,0480011,Grade,4,205,76.5,201,75.3,N/A,N/A
Ellington School District,0480011,Grade,5,192,74.8,192,69.7,N/A,N/A
Ellington School District,0480011,Grade,6,205,77,204,73,N/A,N/A
Ellington School District,0480011,Grade,7,220,77.9,220,71.6,N/A,N/A
Ellington School District,0480011,Grade,8,223,73.8,223,66,N/A,N/A
Ellington School District,0480011,Grade,11,194,61.6,194,60.2,N/A,N/A
Ellington School District,0480011,"High Needs (F/R, EL or SWD)",High Needs,368,61.6,365,56.5,N/A,N/A
Ellington School District,0480011,"High Needs (F/R, EL or SWD)",Not High Needs,1069,78.3,1067,74.2,N/A,N/A
Ellington School District,0480011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,197,64.1,194,57,N/A,N/A
Ellington School District,0480011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1240,75.6,1238,71.7,N/A,N/A
Ellington School District,0480011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Ellington School District,0480011,Race/Ethnicity,Asian,140,84.9,140,84.5,N/A,N/A
Ellington School District,0480011,Race/Ethnicity,Black or African American,55,60,55,52.6,N/A,N/A
Ellington School District,0480011,Race/Ethnicity,Hispanic or Latino,61,63.3,61,59.1,N/A,N/A
Ellington School District,0480011,Race/Ethnicity,Two or More Races,32,73.5,32,67.2,N/A,N/A
Ellington School District,0480011,Race/Ethnicity,White,1148,74,1143,69.3,N/A,N/A
Ellington School District,0480011,Special Education Status (SWD),Students with Disabilities,192,50.1,189,46.3,N/A,N/A
Ellington School District,0480011,Special Education Status (SWD),Students without Disabilities,1245,77.7,1243,73.2,N/A,N/A
Enfield School District,0490011,All Students,District,2476,65.4,2470,59.4,N/A,N/A
Enfield School District,0490011,English Language Learners (EL),English Learners,120,58.3,120,53.3,N/A,N/A
Enfield School District,0490011,English Language Learners (EL),Not English Learners,2356,65.8,2350,59.8,N/A,N/A
Enfield School District,0490011,Gender,Female,1212,68.1,1207,59.7,N/A,N/A
Enfield School District,0490011,Gender,Male,1264,62.8,1263,59.2,N/A,N/A
Enfield School District,0490011,Grade,3,380,69.1,378,61.5,N/A,N/A
Enfield School District,0490011,Grade,4,347,69.7,347,65.4,N/A,N/A
Enfield School District,0490011,Grade,5,372,68.9,370,64.1,N/A,N/A
Enfield School District,0490011,Grade,6,361,65.7,361,59.6,N/A,N/A
Enfield School District,0490011,Grade,7,375,63.1,373,56.5,N/A,N/A
Enfield School District,0490011,Grade,8,334,63,334,54.8,N/A,N/A
Enfield School District,0490011,Grade,11,307,56.6,307,52.9,N/A,N/A
Enfield School District,0490011,"High Needs (F/R, EL or SWD)",High Needs,1251,60.2,1248,54.6,N/A,N/A
Enfield School District,0490011,"High Needs (F/R, EL or SWD)",Not High Needs,1225,70.7,1222,64.4,N/A,N/A
Enfield School District,0490011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,1102,61.3,1099,55.6,N/A,N/A
Enfield School District,0490011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1374,68.7,1371,62.5,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,American Indian or Alaska Native,6,*,6,*,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,Asian,71,71.8,71,69.2,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,Black or African American,125,56.5,125,49.2,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,Hispanic or Latino,373,60.6,373,54.1,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,Two or More Races,119,62,117,53.9,N/A,N/A
Enfield School District,0490011,Race/Ethnicity,White,1778,67.1,1774,61.3,N/A,N/A
Enfield School District,0490011,Special Education Status (SWD),Students with Disabilities,379,46.7,379,43,N/A,N/A
Enfield School District,0490011,Special Education Status (SWD),Students without Disabilities,2097,68.8,2091,62.4,N/A,N/A
Essex School District,0500011,All Students,District,190,80.5,190,71.9,N/A,N/A
Essex School District,0500011,English Language Learners (EL),English Learners,7,*,7,*,N/A,N/A
Essex School District,0500011,English Language Learners (EL),Not English Learners,183,81.5,183,72.7,N/A,N/A
Essex School District,0500011,Gender,Female,93,83.9,93,72.6,N/A,N/A
Essex School District,0500011,Gender,Male,97,77.3,97,71.2,N/A,N/A
Essex School District,0500011,Grade,3,38,77.4,38,66.7,N/A,N/A
Essex School District,0500011,Grade,4,58,79,58,73.8,N/A,N/A
Essex School District,0500011,Grade,5,39,81.2,39,72.2,N/A,N/A
Essex School District,0500011,Grade,6,55,83.9,55,73.1,N/A,N/A
Essex School District,0500011,"High Needs (F/R, EL or SWD)",High Needs,48,64.8,48,55.7,N/A,N/A
Essex School District,0500011,"High Needs (F/R, EL or SWD)",Not High Needs,142,85.9,142,77.3,N/A,N/A
Essex School District,0500011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,20,66.7,20,59.4,N/A,N/A
Essex School District,0500011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,170,82.2,170,73.3,N/A,N/A
Essex School District,0500011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Essex School District,0500011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Essex School District,0500011,Race/Ethnicity,Hispanic or Latino,15,*,15,*,N/A,N/A
Essex School District,0500011,Race/Ethnicity,Two or More Races,6,*,6,*,N/A,N/A
Essex School District,0500011,Race/Ethnicity,White,162,82.4,162,73.7,N/A,N/A
Essex School District,0500011,Special Education Status (SWD),Students with Disabilities,31,59.7,31,50.8,N/A,N/A
Essex School District,0500011,Special Education Status (SWD),Students without Disabilities,159,84.6,159,76,N/A,N/A
Fairfield School District,0510011,All Students,District,5336,77.7,5325,73.4,N/A,N/A
Fairfield School District,0510011,English Language Learners (EL),English Learners,203,60,203,58.5,N/A,N/A
Fairfield School District,0510011,English Language Learners (EL),Not English Learners,5133,78.3,5122,74,N/A,N/A
Fairfield School District,0510011,Gender,Female,2602,79.8,2596,72.8,N/A,N/A
Fairfield School District,0510011,Gender,Male,2734,75.6,2729,74,N/A,N/A
Fairfield School District,0510011,Grade,3,706,77.6,704,74.3,N/A,N/A
Fairfield School District,0510011,Grade,4,753,80.6,752,76.9,N/A,N/A
Fairfield School District,0510011,Grade,5,721,80.9,719,79.3,N/A,N/A
Fairfield School District,0510011,Grade,6,871,80.2,870,74.6,N/A,N/A
Fairfield School District,0510011,Grade,7,757,80,755,71.3,N/A,N/A
Fairfield School District,0510011,Grade,8,768,76.5,765,72.4,N/A,N/A
Fairfield School District,0510011,Grade,11,760,67.5,760,65.2,N/A,N/A
Fairfield School District,0510011,"High Needs (F/R, EL or SWD)",High Needs,1125,61.9,1119,56.9,N/A,N/A
Fairfield School District,0510011,"High Needs (F/R, EL or SWD)",Not High Needs,4211,81.8,4206,77.8,N/A,N/A
Fairfield School District,0510011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,533,63.8,530,58.1,N/A,N/A
Fairfield School District,0510011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,4803,79.2,4795,75.1,N/A,N/A
Fairfield School District,0510011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Fairfield School District,0510011,Race/Ethnicity,Asian,304,82.2,304,81.3,N/A,N/A
Fairfield School District,0510011,Race/Ethnicity,Black or African American,104,65.2,104,60.6,N/A,N/A
Fairfield School District,0510011,Race/Ethnicity,Hispanic or Latino,570,69.3,569,64.8,N/A,N/A
Fairfield School District,0510011,Race/Ethnicity,Two or More Races,222,80.2,221,75.5,N/A,N/A
Fairfield School District,0510011,Race/Ethnicity,White,4133,78.7,4124,74.2,N/A,N/A
Fairfield School District,0510011,Special Education Status (SWD),Students with Disabilities,629,56.8,625,51.2,N/A,N/A
Fairfield School District,0510011,Special Education Status (SWD),Students without Disabilities,4707,80.4,4700,76.4,N/A,N/A
Farmington School District,0520011,All Students,District,2178,80.7,2175,77.1,N/A,N/A
Farmington School District,0520011,English Language Learners (EL),English Learners,150,77.2,148,77.2,N/A,N/A
Farmington School District,0520011,English Language Learners (EL),Not English Learners,2028,81,2027,77.1,N/A,N/A
Farmington School District,0520011,Gender,Female,1054,83.6,1053,77.6,N/A,N/A
Farmington School District,0520011,Gender,Male,1124,78,1122,76.6,N/A,N/A
Farmington School District,0520011,Grade,3,274,79.7,274,76.5,N/A,N/A
Farmington School District,0520011,Grade,4,302,83.9,301,80.5,N/A,N/A
Farmington School District,0520011,Grade,5,335,83,335,80,N/A,N/A
Farmington School District,0520011,Grade,6,329,83.5,328,78.6,N/A,N/A
Farmington School District,0520011,Grade,7,311,83,310,76.3,N/A,N/A
Farmington School District,0520011,Grade,8,343,80.2,343,77.1,N/A,N/A
Farmington School District,0520011,Grade,11,284,70.7,284,69.7,N/A,N/A
Farmington School District,0520011,"High Needs (F/R, EL or SWD)",High Needs,618,68.4,615,63.8,N/A,N/A
Farmington School District,0520011,"High Needs (F/R, EL or SWD)",Not High Needs,1560,85.6,1560,82.3,N/A,N/A
Farmington School District,0520011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,341,69.5,340,64.5,N/A,N/A
Farmington School District,0520011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1837,82.8,1835,79.4,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,Asian,505,88.6,504,90.1,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,Black or African American,112,66.4,112,57.6,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,Hispanic or Latino,171,73.4,171,66.4,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,Two or More Races,49,77.8,49,73.4,N/A,N/A
Farmington School District,0520011,Race/Ethnicity,White,1338,80.1,1336,75.4,N/A,N/A
Farmington School District,0520011,Special Education Status (SWD),Students with Disabilities,260,55,259,49.4,N/A,N/A
Farmington School District,0520011,Special Education Status (SWD),Students without Disabilities,1918,84.2,1916,80.8,N/A,N/A
Franklin School District,0530011,All Students,District,100,71.9,100,60.7,N/A,N/A
Franklin School District,0530011,English Language Learners (EL),Not English Learners,100,71.9,100,60.7,N/A,N/A
Franklin School District,0530011,Gender,Female,51,71.4,51,59,N/A,N/A
Franklin School District,0530011,Gender,Male,48,72.1,48,62.8,N/A,N/A
Franklin School District,0530011,Gender,Non-Binary,*,*,*,*,N/A,N/A
Franklin School District,0530011,Grade,3,19,*,19,*,N/A,N/A
Franklin School District,0530011,Grade,4,10,*,10,*,N/A,N/A
Franklin School District,0530011,Grade,5,19,*,19,*,N/A,N/A
Franklin School District,0530011,Grade,6,16,*,16,*,N/A,N/A
Franklin School District,0530011,Grade,7,16,*,16,*,N/A,N/A
Franklin School District,0530011,Grade,8,20,69.5,20,53.6,N/A,N/A
Franklin School District,0530011,"High Needs (F/R, EL or SWD)",High Needs,26,56.3,26,53.4,N/A,N/A
Franklin School District,0530011,"High Needs (F/R, EL or SWD)",Not High Needs,74,77.3,74,63.2,N/A,N/A
Franklin School District,0530011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,20,59.6,20,57,N/A,N/A
Franklin School District,0530011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,80,74.9,80,61.6,N/A,N/A
Franklin School District,0530011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Franklin School District,0530011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Franklin School District,0530011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Franklin School District,0530011,Race/Ethnicity,Hispanic or Latino,*,*,*,*,N/A,N/A
Franklin School District,0530011,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Franklin School District,0530011,Race/Ethnicity,White,85,72.2,85,60.8,N/A,N/A
Franklin School District,0530011,Special Education Status (SWD),Students with Disabilities,10,*,10,*,N/A,N/A
Franklin School District,0530011,Special Education Status (SWD),Students without Disabilities,90,75.4,90,62.9,N/A,N/A
Glastonbury School District,0540011,All Students,District,3168,78.8,3169,76.8,N/A,N/A
Glastonbury School District,0540011,English Language Learners (EL),English Learners,88,72.2,88,74.1,N/A,N/A
Glastonbury School District,0540011,English Language Learners (EL),Not English Learners,3080,79,3081,76.9,N/A,N/A
Glastonbury School District,0540011,Gender,Female,1562,81.4,1564,76.9,N/A,N/A
Glastonbury School District,0540011,Gender,Male,1606,76.2,1605,76.7,N/A,N/A
Glastonbury School District,0540011,Grade,3,388,80.2,389,75.7,N/A,N/A
Glastonbury School District,0540011,Grade,4,422,82.9,423,79.5,N/A,N/A
Glastonbury School District,0540011,Grade,5,439,81.6,439,81.4,N/A,N/A
Glastonbury School District,0540011,Grade,6,452,81.3,451,80.8,N/A,N/A
Glastonbury School District,0540011,Grade,7,479,83.1,479,78.1,N/A,N/A
Glastonbury School District,0540011,Grade,8,489,76,489,74,N/A,N/A
Glastonbury School District,0540011,Grade,11,499,67.9,499,69.2,N/A,N/A
Glastonbury School District,0540011,"High Needs (F/R, EL or SWD)",High Needs,597,60.6,599,57.1,N/A,N/A
Glastonbury School District,0540011,"High Needs (F/R, EL or SWD)",Not High Needs,2571,83,2570,81.4,N/A,N/A
Glastonbury School District,0540011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,268,62,268,59,N/A,N/A
Glastonbury School District,0540011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,2900,80.3,2901,78.5,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,Asian,328,86.6,328,88.8,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,Black or African American,97,64.3,97,59.9,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,Hispanic or Latino,274,68.8,276,65.5,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,Two or More Races,160,80.1,160,78.1,N/A,N/A
Glastonbury School District,0540011,Race/Ethnicity,White,2301,79.4,2300,77.1,N/A,N/A
Glastonbury School District,0540011,Special Education Status (SWD),Students with Disabilities,337,52.8,339,48.2,N/A,N/A
Glastonbury School District,0540011,Special Education Status (SWD),Students without Disabilities,2831,81.9,2830,80.3,N/A,N/A
Granby School District,0560011,All Students,District,990,75.8,990,70.6,N/A,N/A
Granby School District,0560011,English Language Learners (EL),English Learners,18,*,18,*,N/A,N/A
Granby School District,0560011,English Language Learners (EL),Not English Learners,972,75.9,972,70.7,N/A,N/A
